Sales Person,Country,Product,Date,Amount,Boxes Shipped
Barr Faughny,New Zealand,Manuka Honey Choco,1/10/2030,6575.07,249
Karlen McCaffrey,New Zealand,85% Dark Bars,1/11/2030,6350.37,59
Oby Sorrel,Australia,85% Dark Bars,1/12/2030,7488.06,28
Curtice Advani,Canada,Choco Coated Almonds,1/13/2030,6997.57,7
Kaine Padly,India,70% Dark Bites,1/14/2030,13081.57,324
Beverie Moffet,USA,White Choc,1/15/2030,5964.72,136
Ches Bonnell,New Zealand,After Nines,1/16/2030,6651.11,377
Husein Augar,India,Spicy Special Slims,1/17/2030,2606.11,31
Gunar Cockshoot,Canada,50% Dark Bites,1/18/2030,3615.98,24
Curtice Advani,India,Milk Bars,1/19/2030,3658.27,210
Beverie Moffet,India,Milk Bars,1/20/2030,1997.46,314
Husein Augar,Australia,White Choc,1/21/2030,3618.67,213
Andria Kimpton,Canada,Manuka Honey Choco,1/22/2030,5538.85,492
Jan Morforth,New Zealand,Orange Choco,1/23/2030,1382.49,86
Andria Kimpton,Canada,Smooth Sliky Salty,1/24/2030,1223.79,81
Gunar Cockshoot,UK,Raspberry Choco,1/25/2030,8043.29,344
Husein Augar,New Zealand,After Nines,1/26/2030,6878.47,7
Andria Kimpton,New Zealand,Orange Choco,1/27/2030,9420.22,94
Dennison Crosswaite,UK,Baker's Choco Chips,1/28/2030,2516.34,293
Jehu Rudeforth,Canada,Orange Choco,1/29/2030,4334.75,529
Jehu Rudeforth,UK,Smooth Sliky Salty,1/30/2030,1588.49,111
Andria Kimpton,UK,Caramel Stuffed Bars,1/31/2030,8959.38,271
Jan Morforth,UK,White Choc,2/1/2030,9409.06,46
Dotty Strutley,USA,Fruit & Nut Bars,2/2/2030,3315.64,268
Kelci Walkden,UK,Choco Coated Almonds,2/3/2030,10920.70,210
Gunar Cockshoot,New Zealand,After Nines,2/4/2030,7605.55,154
Kaine Padly,Canada,85% Dark Bars,2/5/2030,1859.96,33
Jan Morforth,New Zealand,Manuka Honey Choco,2/6/2030,1743.87,259
Gunar Cockshoot,New Zealand,Raspberry Choco,2/7/2030,758.28,57
Van Tuxwell,Australia,99% Dark & Pure,2/8/2030,125.37,138
Curtice Advani,USA,Drinking Coco,2/9/2030,6170.75,149
Brien Boise,Australia,Spicy Special Slims,2/10/2030,6867.13,273
Mallorie Waber,New Zealand,85% Dark Bars,2/11/2030,8775.45,113
Wilone O'Kielt,USA,Choco Coated Almonds,2/12/2030,10422.84,6
Beverie Moffet,New Zealand,Organic Choco Syrup,2/13/2030,7402.04,231
Gunar Cockshoot,UK,50% Dark Bites,2/14/2030,2498.04,129
Marney O'Breen,USA,Raspberry Choco,2/15/2030,6873.56,152
Jehu Rudeforth,UK,White Choc,2/16/2030,2015.93,304
Jehu Rudeforth,New Zealand,85% Dark Bars,2/17/2030,8077.51,95
Dotty Strutley,USA,85% Dark Bars,2/18/2030,11149.46,538
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2/19/2030,4739.39,236
Curtice Advani,India,Manuka Honey Choco,2/20/2030,1844.54,185
Mallorie Waber,USA,Peanut Butter Cubes,2/21/2030,1263.98,19
Van Tuxwell,Canada,Peanut Butter Cubes,2/22/2030,7527.84,306
Kelci Walkden,New Zealand,Smooth Sliky Salty,2/23/2030,12265.45,268
Rafaelita Blaksland,USA,Smooth Sliky Salty,2/24/2030,17662.05,230
Rafaelita Blaksland,USA,White Choc,2/25/2030,5520.00,120
Roddy Speechley,Canada,Smooth Sliky Salty,2/26/2030,10712.76,11
Curtice Advani,New Zealand,After Nines,2/27/2030,8416.80,29
Camilla Castle,India,85% Dark Bars,2/28/2030,9986.05,54
Ches Bonnell,USA,Choco Coated Almonds,3/1/2030,15629.82,89
Marney O'Breen,Australia,Baker's Choco Chips,3/2/2030,6224.33,100
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,3/3/2030,7736.85,95
Kaine Padly,Australia,Mint Chip Choco,3/4/2030,4860.75,162
Camilla Castle,New Zealand,Peanut Butter Cubes,3/5/2030,1754.64,62
Curtice Advani,Canada,Organic Choco Syrup,3/6/2030,897.13,24
Jan Morforth,India,99% Dark & Pure,3/7/2030,10607.29,182
Rafaelita Blaksland,Canada,Drinking Coco,3/8/2030,10772.00,192
Jan Morforth,UK,Orange Choco,3/9/2030,4116.96,203
Barr Faughny,New Zealand,50% Dark Bites,3/10/2030,5185.36,321
Curtice Advani,Australia,Eclairs,3/11/2030,6974.95,58
Jan Morforth,India,Caramel Stuffed Bars,3/12/2030,99.50,161
Andria Kimpton,UK,White Choc,3/13/2030,10203.47,109
Camilla Castle,New Zealand,Raspberry Choco,3/14/2030,5081.52,148
Madelene Upcott,Australia,Orange Choco,3/15/2030,7166.62,381
Roddy Speechley,Canada,Eclairs,3/16/2030,7026.54,95
Karlen McCaffrey,India,White Choc,3/17/2030,8265.32,251
Wilone O'Kielt,India,Mint Chip Choco,3/18/2030,1516.19,53
Andria Kimpton,UK,99% Dark & Pure,3/19/2030,1258.54,72
Marney O'Breen,UK,50% Dark Bites,3/20/2030,3506.38,126
Ches Bonnell,India,Choco Coated Almonds,3/21/2030,10969.00,83
Madelene Upcott,UK,Raspberry Choco,3/22/2030,8442.19,347
Wilone O'Kielt,Australia,50% Dark Bites,3/23/2030,11000.85,112
Gigi Bohling,Canada,White Choc,3/24/2030,6987.59,4
Wilone O'Kielt,New Zealand,Eclairs,3/25/2030,3735.00,21
Brien Boise,UK,Peanut Butter Cubes,3/26/2030,17346.79,32
Roddy Speechley,UK,Baker's Choco Chips,3/27/2030,16517.20,349
Karlen McCaffrey,Australia,50% Dark Bites,3/28/2030,7642.94,778
Marney O'Breen,New Zealand,Organic Choco Syrup,3/29/2030,10337.23,49
Jan Morforth,UK,Organic Choco Syrup,3/30/2030,1367.24,384
Rafaelita Blaksland,Canada,Fruit & Nut Bars,3/31/2030,570.58,191
Ches Bonnell,UK,Choco Coated Almonds,4/1/2030,2012.27,259
Gunar Cockshoot,Canada,Almond Choco,4/2/2030,1469.24,29
Husein Augar,USA,99% Dark & Pure,4/3/2030,10020.18,113
Dennison Crosswaite,Canada,Mint Chip Choco,4/4/2030,1914.65,304
Brien Boise,UK,Manuka Honey Choco,4/5/2030,73.91,101
Van Tuxwell,UK,Baker's Choco Chips,4/6/2030,2794.33,21
Barr Faughny,Australia,Caramel Stuffed Bars,4/7/2030,3192.06,54
Dennison Crosswaite,USA,Eclairs,4/8/2030,2447.37,98
Gigi Bohling,Australia,Raspberry Choco,4/9/2030,7696.46,313
Dennison Crosswaite,USA,Organic Choco Syrup,4/10/2030,14731.55,132
Beverie Moffet,Canada,Orange Choco,4/11/2030,9321.64,111
Mallorie Waber,Australia,Choco Coated Almonds,4/12/2030,18473.63,88
Ches Bonnell,India,Caramel Stuffed Bars,4/13/2030,7437.55,54
Van Tuxwell,Canada,50% Dark Bites,4/14/2030,14581.33,58
Kelci Walkden,New Zealand,Baker's Choco Chips,4/15/2030,3389.96,115
Beverie Moffet,India,Spicy Special Slims,4/16/2030,3968.38,182
Gigi Bohling,Australia,Almond Choco,4/17/2030,1084.26,120
Rafaelita Blaksland,New Zealand,Eclairs,4/18/2030,20690.20,51
Kelci Walkden,Canada,Smooth Sliky Salty,4/19/2030,8929.57,121
Jan Morforth,India,Baker's Choco Chips,4/20/2030,15497.27,85
Jehu Rudeforth,Australia,Milk Bars,4/21/2030,9172.13,30
Gigi Bohling,Canada,Fruit & Nut Bars,4/22/2030,6093.61,104
Beverie Moffet,UK,Eclairs,4/23/2030,9144.79,156
Marney O'Breen,New Zealand,Eclairs,4/24/2030,5902.91,31
Husein Augar,Australia,99% Dark & Pure,4/25/2030,3277.47,131
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,4/26/2030,9759.53,424
Curtice Advani,Canada,70% Dark Bites,4/27/2030,2504.90,7
Kelci Walkden,New Zealand,Manuka Honey Choco,4/28/2030,1527.99,107
Dotty Strutley,Australia,Baker's Choco Chips,4/29/2030,3767.49,65
Barr Faughny,Australia,85% Dark Bars,4/30/2030,9452.18,42
Beverie Moffet,Australia,50% Dark Bites,5/1/2030,764.63,441
Gunar Cockshoot,India,Baker's Choco Chips,5/2/2030,2432.75,535
Van Tuxwell,Australia,50% Dark Bites,5/3/2030,779.04,134
Oby Sorrel,USA,Manuka Honey Choco,5/4/2030,5050.53,85
Van Tuxwell,Canada,Choco Coated Almonds,5/5/2030,2727.35,293
Karlen McCaffrey,Canada,70% Dark Bites,5/6/2030,9089.21,602
Kelci Walkden,Canada,Fruit & Nut Bars,5/7/2030,881.49,152
Camilla Castle,India,99% Dark & Pure,5/8/2030,227.55,225
Madelene Upcott,New Zealand,70% Dark Bites,5/9/2030,14193.58,102
Mallorie Waber,New Zealand,Orange Choco,5/10/2030,7459.88,23
Jan Morforth,Canada,70% Dark Bites,5/11/2030,6578.55,312
Kelci Walkden,Australia,Milk Bars,5/12/2030,8975.44,137
Dennison Crosswaite,India,Orange Choco,5/13/2030,852.29,123
Husein Augar,UK,Eclairs,5/14/2030,1955.20,250
Gigi Bohling,USA,Peanut Butter Cubes,5/15/2030,323.29,72
Wilone O'Kielt,USA,Smooth Sliky Salty,5/16/2030,542.39,86
Curtice Advani,India,White Choc,5/17/2030,7666.62,347
Oby Sorrel,New Zealand,Spicy Special Slims,5/18/2030,1826.32,13
Beverie Moffet,New Zealand,Peanut Butter Cubes,5/19/2030,11510.68,30
Dotty Strutley,New Zealand,99% Dark & Pure,5/20/2030,12263.85,223
Kelci Walkden,India,70% Dark Bites,5/21/2030,3878.60,108
Kelci Walkden,India,Drinking Coco,5/22/2030,8328.52,238
Brien Boise,New Zealand,Drinking Coco,5/23/2030,1666.46,98
Dotty Strutley,Australia,Almond Choco,5/24/2030,1754.11,95
Wilone O'Kielt,New Zealand,Organic Choco Syrup,5/25/2030,2390.70,274
Ches Bonnell,New Zealand,Caramel Stuffed Bars,5/26/2030,8546.72,41
Barr Faughny,Canada,Manuka Honey Choco,5/27/2030,4115.57,274
Gigi Bohling,New Zealand,Smooth Sliky Salty,5/28/2030,787.38,95
Brien Boise,USA,Manuka Honey Choco,5/29/2030,2095.78,8
Roddy Speechley,New Zealand,85% Dark Bars,5/30/2030,5220.80,267
Oby Sorrel,UK,Smooth Sliky Salty,5/31/2030,11264.45,340
Oby Sorrel,UK,Raspberry Choco,6/1/2030,5477.33,341
Roddy Speechley,USA,Drinking Coco,6/2/2030,3389.00,160
Andria Kimpton,Australia,Manuka Honey Choco,6/3/2030,11559.52,413
Mallorie Waber,India,Raspberry Choco,6/4/2030,1676.82,2
Jehu Rudeforth,USA,Orange Choco,6/5/2030,437.48,174
Kaine Padly,New Zealand,70% Dark Bites,6/6/2030,8487.63,40
Curtice Advani,Australia,After Nines,6/7/2030,71.99,101
Husein Augar,UK,Almond Choco,6/8/2030,9863.62,167
Kaine Padly,Canada,Choco Coated Almonds,6/9/2030,3468.53,166
Roddy Speechley,UK,Peanut Butter Cubes,6/10/2030,6770.35,173
Ches Bonnell,New Zealand,Eclairs,6/11/2030,564.14,50
Brien Boise,India,85% Dark Bars,6/12/2030,21044.07,210
Brien Boise,New Zealand,Organic Choco Syrup,6/13/2030,677.38,327
Andria Kimpton,Canada,White Choc,6/14/2030,4368.01,29
Gigi Bohling,New Zealand,Orange Choco,6/15/2030,9866.20,306
Ches Bonnell,Canada,Smooth Sliky Salty,6/16/2030,10723.86,125
Husein Augar,Canada,70% Dark Bites,6/17/2030,5443.42,284
Barr Faughny,Canada,Organic Choco Syrup,6/18/2030,1312.35,200
Oby Sorrel,UK,Organic Choco Syrup,6/19/2030,8471.68,162
Van Tuxwell,New Zealand,Eclairs,6/20/2030,5774.60,178
Mallorie Waber,UK,Drinking Coco,6/21/2030,3780.02,97
Oby Sorrel,UK,Milk Bars,6/22/2030,6831.03,243
Karlen McCaffrey,New Zealand,Mint Chip Choco,6/23/2030,4834.51,63
Jehu Rudeforth,USA,Raspberry Choco,6/24/2030,8119.65,143
Kelci Walkden,UK,85% Dark Bars,6/25/2030,4811.88,242
Kelci Walkden,USA,Almond Choco,6/26/2030,5930.01,252
Marney O'Breen,Canada,Orange Choco,6/27/2030,3040.05,426
Dennison Crosswaite,India,Fruit & Nut Bars,6/28/2030,1126.87,23
Brien Boise,Canada,Smooth Sliky Salty,6/29/2030,6051.65,490
Barr Faughny,Canada,Baker's Choco Chips,6/30/2030,12279.35,162
Brien Boise,India,Smooth Sliky Salty,7/1/2030,7091.66,28
Jan Morforth,Australia,Drinking Coco,7/2/2030,3160.97,25
Brien Boise,India,Spicy Special Slims,7/3/2030,1408.28,35
Van Tuxwell,UK,Eclairs,7/4/2030,5776.61,114
Wilone O'Kielt,India,Caramel Stuffed Bars,7/5/2030,4890.59,274
Jehu Rudeforth,UK,After Nines,7/6/2030,2048.13,172
Barr Faughny,Canada,White Choc,7/7/2030,4590.46,1
Gunar Cockshoot,India,Organic Choco Syrup,7/8/2030,8665.99,162
Mallorie Waber,Canada,Smooth Sliky Salty,7/9/2030,2202.46,97
Mallorie Waber,India,Eclairs,7/10/2030,11720.11,48
Rafaelita Blaksland,Australia,Raspberry Choco,7/11/2030,7884.86,266
Karlen McCaffrey,UK,50% Dark Bites,7/12/2030,3857.88,303
Kaine Padly,Australia,50% Dark Bites,7/13/2030,10123.96,84
Gigi Bohling,Australia,Eclairs,7/14/2030,8170.88,137
Oby Sorrel,India,Drinking Coco,7/15/2030,19390.61,141
Van Tuxwell,New Zealand,Baker's Choco Chips,7/16/2030,10197.43,24
Husein Augar,India,Peanut Butter Cubes,7/17/2030,5188.18,5
Andria Kimpton,Australia,Baker's Choco Chips,7/18/2030,350.27,117
Madelene Upcott,Canada,Choco Coated Almonds,7/19/2030,3766.32,300
Brien Boise,India,70% Dark Bites,7/20/2030,4888.37,435
Jehu Rudeforth,Canada,White Choc,7/21/2030,5230.36,142
Andria Kimpton,Australia,Almond Choco,7/22/2030,3790.18,168
Dotty Strutley,Canada,After Nines,7/23/2030,302.18,233
Karlen McCaffrey,USA,Eclairs,7/24/2030,1017.17,123
Karlen McCaffrey,Canada,Fruit & Nut Bars,7/25/2030,241.36,17
Gunar Cockshoot,USA,85% Dark Bars,7/26/2030,8347.30,138
Dotty Strutley,New Zealand,Raspberry Choco,7/27/2030,6291.74,88
Marney O'Breen,Canada,Caramel Stuffed Bars,7/28/2030,1543.77,674
Dennison Crosswaite,India,Organic Choco Syrup,7/29/2030,9744.50,225
Camilla Castle,UK,Mint Chip Choco,7/30/2030,5414.75,325
Brien Boise,USA,70% Dark Bites,7/31/2030,1898.07,22
Madelene Upcott,Australia,99% Dark & Pure,8/1/2030,4911.08,163
Mallorie Waber,Australia,Eclairs,8/2/2030,11293.17,219
Marney O'Breen,India,99% Dark & Pure,8/3/2030,12398.37,161
Husein Augar,USA,Fruit & Nut Bars,8/4/2030,1508.57,28
Kelci Walkden,Australia,Almond Choco,8/5/2030,5869.09,354
Ches Bonnell,USA,Milk Bars,8/6/2030,2770.47,159
Jan Morforth,UK,Caramel Stuffed Bars,8/7/2030,3541.73,494
Brien Boise,New Zealand,70% Dark Bites,8/8/2030,7624.41,139
Oby Sorrel,India,85% Dark Bars,8/9/2030,9928.42,130
Kaine Padly,New Zealand,Smooth Sliky Salty,8/10/2030,7.67,548
Gigi Bohling,Australia,70% Dark Bites,8/11/2030,1624.86,103
Jan Morforth,UK,50% Dark Bites,8/12/2030,6301.56,287
Gunar Cockshoot,Canada,White Choc,8/13/2030,8578.40,15
Jehu Rudeforth,Australia,Spicy Special Slims,8/14/2030,5573.57,372
Husein Augar,UK,Baker's Choco Chips,8/15/2030,3465.68,133
Rafaelita Blaksland,New Zealand,After Nines,8/16/2030,1245.91,90
Madelene Upcott,New Zealand,Mint Chip Choco,8/17/2030,8888.61,4
Madelene Upcott,UK,70% Dark Bites,8/18/2030,5931.82,243
Barr Faughny,Australia,Organic Choco Syrup,8/19/2030,2620.66,34
Beverie Moffet,New Zealand,Drinking Coco,8/20/2030,1284.37,560
Beverie Moffet,India,Eclairs,8/21/2030,11033.61,155
Andria Kimpton,India,Eclairs,8/22/2030,2413.05,82
Gigi Bohling,UK,85% Dark Bars,8/23/2030,13136.08,90
Roddy Speechley,UK,Raspberry Choco,8/24/2030,14297.82,211
Dotty Strutley,UK,Mint Chip Choco,8/25/2030,2837.65,212
Barr Faughny,Canada,Drinking Coco,8/26/2030,7496.03,259
Oby Sorrel,USA,Milk Bars,8/27/2030,1815.29,79
Oby Sorrel,UK,Orange Choco,8/28/2030,8250.03,228
Curtice Advani,Canada,Peanut Butter Cubes,8/29/2030,5605.82,64
Gigi Bohling,India,White Choc,8/30/2030,1563.39,179
Husein Augar,Canada,Choco Coated Almonds,8/31/2030,3997.02,411
Wilone O'Kielt,India,Choco Coated Almonds,9/1/2030,3284.22,230
Wilone O'Kielt,New Zealand,Baker's Choco Chips,9/2/2030,4609.67,58
Kaine Padly,UK,Choco Coated Almonds,9/3/2030,9412.06,123
Dennison Crosswaite,New Zealand,Organic Choco Syrup,9/4/2030,427.36,249
Kelci Walkden,Canada,After Nines,9/5/2030,19449.02,204
Van Tuxwell,Australia,Baker's Choco Chips,9/6/2030,14122.44,32
Husein Augar,New Zealand,Peanut Butter Cubes,9/7/2030,2257.14,231
Kaine Padly,UK,Caramel Stuffed Bars,9/8/2030,11334.21,72
Jehu Rudeforth,UK,Drinking Coco,9/9/2030,7865.93,436
Beverie Moffet,India,Manuka Honey Choco,9/10/2030,11462.32,172
Gunar Cockshoot,UK,Choco Coated Almonds,9/11/2030,6154.53,132
Gunar Cockshoot,UK,Smooth Sliky Salty,9/12/2030,867.50,143
Camilla Castle,Canada,Orange Choco,9/13/2030,9056.10,58
Jehu Rudeforth,UK,85% Dark Bars,9/14/2030,6569.40,66
Oby Sorrel,UK,70% Dark Bites,9/15/2030,7431.00,180
Kelci Walkden,UK,99% Dark & Pure,9/16/2030,3672.65,124
Gigi Bohling,New Zealand,After Nines,9/17/2030,6464.80,189
Oby Sorrel,Australia,50% Dark Bites,9/18/2030,813.58,163
Oby Sorrel,Canada,50% Dark Bites,9/19/2030,7301.81,134
Barr Faughny,USA,White Choc,9/20/2030,8523.42,171
Rafaelita Blaksland,New Zealand,99% Dark & Pure,9/21/2030,3822.64,85
Curtice Advani,Australia,Caramel Stuffed Bars,9/22/2030,10219.39,139
Curtice Advani,New Zealand,85% Dark Bars,9/23/2030,5798.43,206
Barr Faughny,New Zealand,Smooth Sliky Salty,9/24/2030,4487.01,184
Ches Bonnell,UK,85% Dark Bars,9/25/2030,17237.67,13
Dennison Crosswaite,Australia,Drinking Coco,9/26/2030,7497.22,184
Roddy Speechley,USA,Milk Bars,9/27/2030,3034.06,245
Jan Morforth,India,After Nines,9/28/2030,6795.06,177
Gunar Cockshoot,USA,After Nines,9/29/2030,4273.09,280
Ches Bonnell,India,Orange Choco,9/30/2030,1412.60,278
Mallorie Waber,UK,Manuka Honey Choco,10/1/2030,9852.89,43
Barr Faughny,Australia,Raspberry Choco,10/2/2030,10744.23,105
Wilone O'Kielt,USA,Drinking Coco,10/3/2030,1213.63,101
Wilone O'Kielt,India,Eclairs,10/4/2030,4263.93,80
Wilone O'Kielt,India,After Nines,10/5/2030,13808.46,270
Kelci Walkden,India,99% Dark & Pure,10/6/2030,2411.93,248
Gunar Cockshoot,Canada,Spicy Special Slims,10/7/2030,14603.41,12
Madelene Upcott,Canada,Peanut Butter Cubes,10/8/2030,17813.77,120
Kaine Padly,New Zealand,Eclairs,10/9/2030,14346.28,48
Ches Bonnell,New Zealand,Drinking Coco,10/10/2030,10009.51,144
Curtice Advani,UK,Drinking Coco,10/11/2030,494.27,186
Kelci Walkden,India,Raspberry Choco,10/12/2030,9118.67,253
Dotty Strutley,Australia,Choco Coated Almonds,10/13/2030,1751.26,293
Kaine Padly,UK,50% Dark Bites,10/14/2030,3402.47,69
Roddy Speechley,Canada,Choco Coated Almonds,10/15/2030,6841.28,237
Ches Bonnell,India,50% Dark Bites,10/16/2030,12584.46,328
Oby Sorrel,Canada,Peanut Butter Cubes,10/17/2030,14291.30,179
Oby Sorrel,UK,White Choc,10/18/2030,1998.41,303
Barr Faughny,India,After Nines,10/19/2030,9558.06,117
Wilone O'Kielt,Canada,Smooth Sliky Salty,10/20/2030,5594.84,174
Rafaelita Blaksland,India,Mint Chip Choco,10/21/2030,16520.75,84
Rafaelita Blaksland,Canada,99% Dark & Pure,10/22/2030,5545.62,139
Van Tuxwell,Australia,70% Dark Bites,10/23/2030,8260.58,108
Beverie Moffet,USA,70% Dark Bites,10/24/2030,2636.16,110
Barr Faughny,Canada,Orange Choco,10/25/2030,8285.38,18
Roddy Speechley,Australia,85% Dark Bars,10/26/2030,4590.00,78
Oby Sorrel,India,Spicy Special Slims,10/27/2030,13189.14,95
Jan Morforth,UK,Manuka Honey Choco,10/28/2030,3768.30,212
Kaine Padly,Australia,After Nines,10/29/2030,7962.71,293
Wilone O'Kielt,Canada,Fruit & Nut Bars,10/30/2030,3665.13,191
Wilone O'Kielt,UK,Milk Bars,10/31/2030,334.81,66
Oby Sorrel,Canada,Fruit & Nut Bars,11/1/2030,2187.50,159
Dennison Crosswaite,USA,Baker's Choco Chips,11/2/2030,18481.73,295
Madelene Upcott,USA,Almond Choco,11/3/2030,11863.69,24
Van Tuxwell,New Zealand,50% Dark Bites,11/4/2030,4332.41,10
Karlen McCaffrey,Canada,Caramel Stuffed Bars,11/5/2030,3653.33,327
Madelene Upcott,Australia,Raspberry Choco,11/6/2030,7023.94,89
Rafaelita Blaksland,UK,Spicy Special Slims,11/7/2030,10001.95,132
Curtice Advani,UK,Peanut Butter Cubes,11/8/2030,16460.65,171
Kelci Walkden,New Zealand,White Choc,11/9/2030,8575.27,165
Beverie Moffet,Canada,Fruit & Nut Bars,11/10/2030,12191.42,177
Mallorie Waber,India,White Choc,11/11/2030,969.15,233
Brien Boise,UK,Drinking Coco,11/12/2030,6498.96,143
Jehu Rudeforth,India,Peanut Butter Cubes,11/13/2030,33.68,487
Oby Sorrel,USA,Almond Choco,11/14/2030,7640.61,154
Husein Augar,India,Eclairs,11/15/2030,5596.93,62
Brien Boise,UK,Spicy Special Slims,11/16/2030,2639.55,59
Oby Sorrel,Australia,Manuka Honey Choco,11/17/2030,4626.87,78
Beverie Moffet,India,White Choc,11/18/2030,1900.09,297
Ches Bonnell,India,Almond Choco,11/19/2030,13315.47,72
Gigi Bohling,Australia,Smooth Sliky Salty,11/20/2030,6359.09,121
Camilla Castle,USA,85% Dark Bars,11/21/2030,2644.65,83
Camilla Castle,USA,Eclairs,11/22/2030,4879.55,427
Madelene Upcott,New Zealand,White Choc,11/23/2030,11572.50,51
Van Tuxwell,India,After Nines,11/24/2030,15626.93,225
Husein Augar,India,Orange Choco,11/25/2030,4781.14,38
Jehu Rudeforth,India,Almond Choco,11/26/2030,11793.40,101
Karlen McCaffrey,Australia,Raspberry Choco,11/27/2030,1061.03,58
Camilla Castle,New Zealand,99% Dark & Pure,11/28/2030,2499.92,44
Gigi Bohling,Australia,Orange Choco,11/29/2030,676.29,158
Kelci Walkden,UK,Drinking Coco,11/30/2030,1886.06,23
Mallorie Waber,Canada,Caramel Stuffed Bars,12/1/2030,5093.92,524
Husein Augar,Australia,Organic Choco Syrup,12/2/2030,1018.80,157
Brien Boise,Australia,White Choc,12/3/2030,5616.77,23
Dotty Strutley,India,Peanut Butter Cubes,12/4/2030,10461.82,78
Dennison Crosswaite,UK,99% Dark & Pure,12/5/2030,12841.79,26
Gigi Bohling,New Zealand,50% Dark Bites,12/6/2030,6723.42,67
Gigi Bohling,USA,Milk Bars,12/7/2030,521.35,127
Brien Boise,UK,Caramel Stuffed Bars,12/8/2030,3106.11,159
Curtice Advani,New Zealand,Peanut Butter Cubes,12/9/2030,1684.28,419
Curtice Advani,New Zealand,50% Dark Bites,12/10/2030,11226.14,84
Beverie Moffet,Canada,Drinking Coco,12/11/2030,1172.53,124
Barr Faughny,USA,Caramel Stuffed Bars,12/12/2030,3917.13,287
Mallorie Waber,Canada,Almond Choco,12/13/2030,4871.07,33
Oby Sorrel,USA,Drinking Coco,12/14/2030,9306.64,48
Brien Boise,New Zealand,Eclairs,12/15/2030,5270.33,323
Gunar Cockshoot,New Zealand,Choco Coated Almonds,12/16/2030,14722.35,61
Gunar Cockshoot,UK,Spicy Special Slims,12/17/2030,13444.87,197
Curtice Advani,USA,After Nines,12/18/2030,14885.97,248
Oby Sorrel,India,Choco Coated Almonds,12/19/2030,53.31,371
Ches Bonnell,Australia,Peanut Butter Cubes,12/20/2030,11767.94,68
Oby Sorrel,Australia,Spicy Special Slims,12/21/2030,12897.53,25
Jehu Rudeforth,Canada,Manuka Honey Choco,12/22/2030,3867.62,214
Camilla Castle,Canada,Drinking Coco,12/23/2030,13524.05,253
Kaine Padly,USA,Spicy Special Slims,12/24/2030,2319.10,189
Marney O'Breen,New Zealand,70% Dark Bites,12/25/2030,9036.58,377
Roddy Speechley,New Zealand,99% Dark & Pure,12/26/2030,8905.53,201
Oby Sorrel,New Zealand,85% Dark Bars,12/27/2030,4040.65,423
Dotty Strutley,New Zealand,Orange Choco,12/28/2030,2204.17,145
Andria Kimpton,New Zealand,Almond Choco,12/29/2030,7037.21,172
Karlen McCaffrey,Australia,99% Dark & Pure,12/30/2030,12285.41,175
Kaine Padly,UK,After Nines,12/31/2030,21812.86,183
Kaine Padly,Canada,After Nines,1/1/2031,6707.97,187
Kaine Padly,UK,Drinking Coco,1/2/2031,2513.58,226
Rafaelita Blaksland,UK,50% Dark Bites,1/3/2031,11491.21,71
Dotty Strutley,USA,Raspberry Choco,1/4/2031,3762.58,49
Karlen McCaffrey,USA,White Choc,1/5/2031,5158.01,2
Oby Sorrel,USA,Spicy Special Slims,1/6/2031,6660.69,418
Mallorie Waber,Australia,Smooth Sliky Salty,1/7/2031,4786.05,107
